id,url,headline,body,time
14,https://www.bbc.com/worklife/article/20240404-single-parents-financial-security,"Despite financial gains, some single parents are still in 'panic mode'",Single-parent households are growing rapidly. Some are better off financially than ever. That's not the case for everyone.,5 days ago
15,https://www.bbc.com/news/business-56718036,Post Office scandal explained: What the Horizon saga is all about,New legislation will clear and compensate sub-postmasters who were the victims of what has been called the UK's most widespread miscarriage of justice.,5 days ago
16,https://www.bbc.com/news/business-68775413,Boeing hit after new whistleblower raises safety concerns,Boeing is facing new pressure after a whistleblower reported safety concerns over the manufacturing of some of its planes to US regulators.,6 days ago
17,https://www.bbc.com/news/business-68769561,Jamie Dimon: Bank boss warns US interest rates could rise to 8%,The boss of one of the world's biggest banks has warned US interest rates could climb to 8%.,6 days ago
18,https://www.bbc.com/worklife/article/20240408-menopause-women-job-quits,"Without support, many menopausal workers are quitting their jobs",Menopause-related symptoms can be debilitating. Many workers say they lack employer programmes – and have no choice but to leave their roles.,6 days ago
19,https://www.bbc.com/news/business-32216346,What does non-dom mean and how are the rules changing?,No body found,6 days ago
20,https://www.bbc.com/news/business-68667140,Boom times for US green energy as federal cash flows in,"In February US company LanzaJet, which produces sustainable aviation fuel (SAF) from ethanol, announced that it intended to build a second, larger plant on US soil.",7 days ago
21,https://www.bbc.com/news/business-68762097,Ted Baker to close 15 stores and cut 245 jobs,"High Street fashion chain Ted Baker is to close 15 UK stores and cut 245 jobs, administrators have said.",7 days ago
22,https://www.bbc.com/news/business-68760215,Jail those responsible for Post Office scandal - minister,"The Post Office minister has told the BBC that those responsible for the Horizon scandal ""should go to jail"".",7 days ago
23,https://www.bbc.com/news/business-68763232,TSMC wins subsidies to expand US chip manufacturing in Arizona,"Chip giant Taiwan Semiconductor Manufacturing Company (TSMC) has agreed to build a third factory in Arizona, raising its total investment in the United States from $40bn (£32bn) to $65bn (£51bn). ",7 days ago
24,https://www.bbc.com/news/business-68760475,John Lewis names former Tesco UK boss Jason Tarry as new chairman,"John Lewis has said the former boss of Tesco's UK business, Jason Tarry, will become its next chairman.",7 days ago
25,https://www.bbc.com/worklife/article/20240404-global-retirement-increase-65-to-75,Retiring in your 60s is becoming an impossible goal. Is 75 the new 65?,"People are living longer, and daily life is getting more expensive. It may be time to rethink the timeline for leaving the workforce.",7 days ago
26,https://www.bbc.com/news/business-68758088,Boeing plane engine cover falls off prompting investigation,Airline regulators in the US have begun an investigation after an engine cowling on a Boeing 737-800 fell off during take-off and struck a wing flap.,8 days ago
27,https://www.bbc.com/news/business-68452842,Post Office scandal: Bosses earned millions despite Horizon scandal,How much did the people running the Post Office get paid while the flawed Horizon system was in place?,7 April 2024
28,https://www.bbc.com/news/articles/cn0w0zrll9qo,How stealth tax hits middle earners with high bills,"Scotland's income tax system has been diverging from the rest of the UK, but the behaviour of top earners is a constraint on pushing further.In common with the rest of the UK, the big tax dragnet is the freezing of thresholds, in which many middle earners are now stealthily caught by higher rate bills.Lower earners were being taken out of paying income tax, but that has been thrown into reverse. By 2027, the UK personal allowance will have the same real value that it did in 2013.",6 April 2024
29,https://www.bbc.com/news/articles/cv2y725p1lvo,Proposal of new housing development in small village,"Plans for a new housing estate could significantly increase the population of a small Norfolk village. The development would create 45 new homes off Bunwell Road in Spooner Row, near Wymondham. The village has a population of about 800 people, but the proposals made to South Norfolk Council say the development would be a ""desirable place for family living"". The plans will be considered by the council after being submitted in March.",6 April 2024
30,https://www.bbc.com/news/business-68730891,Ibiza locals living in cars as party island sees rents soar,César Nebrera pours out a cup of coffee he has brewed on a stove in the boot of his car. The old green Kia saloon sits in the shade of a carob tree just off the main road near Ibiza Town.,6 April 2024
31,https://www.bbc.com/news/business-68500022,Child benefit: How much is it worth and how are the rules changing?,More families can now claim child benefit payments after Chancellor Jeremy Hunt increased the amount you can earn before it starts to be withdrawn.,6 April 2024
32,https://www.bbc.com/news/explainers-63635185,National Insurance calculator: How much will the 2p cut save me and what is income tax?,A 2p cut in National Insurance (NI) has come into effect.,6 April 2024
33,https://www.bbc.com/news/business-68738410,Can troubled Thames Water avoid collapse?,The boat race is not normally that relevant to 16 million people. Watching the socially privileged engage in a time-honoured and exclusive duel on the Thames is not everyone's cup of tea.,6 April 2024
34,https://www.bbc.com/news/business-68740617,McDonald's: Behind the fast-food firm's boycott controversy,The sudden decision by McDonald's to take over ownership of its branches in Israel has thrust the franchise company Alonyal and its chief executive Omri Padan into the spotlight.,6 April 2024
35,https://www.bbc.com/news/business-68742839,US jobs boom raises doubts about rate cuts,"Employers in the US added more than 300,000 jobs last month - the biggest gain in almost a year - as the boom in the world's largest economy continued. ",5 April 2024
36,https://www.bbc.com/news/business-68742551,Thames Water troubles swell as parent firm defaults on debt,Thames Water has seen its troubles deepen after its parent company defaulted on part of its huge debt pile.,5 April 2024
37,https://www.bbc.com/news/business-68735706,McDonald's to buy back Israeli restaurants after boycotts,McDonald's will buy back all of its Israeli restaurants after sales suffered from a boycott of the brand over its perceived support for Israel.,5 April 2024
38,https://www.bbc.com/news/articles/cz9zle1973xo,UK house prices fall for first time in six months,"House prices fell in March for the first time in six months, according to the latest data from Halifax.The lender said prices dropped by 1% last month, with higher mortgage rates affecting affordability for prospective buyers.The average house price fell by about £2,900 to £288,430.However, Halifax said that house prices were still ahead of where they were last year.Prices were 0.3% higher in March from a year earlier, although that was down from the 1.6% annual increase seen in February.Kim Kinnaird, director of Halifax Mortgages, said the monthly fall in prices between February and March was ""not entirely unexpected particularly in view of the reset the market has been going through since interest rates began to rise sharply in 2022"".""Despite this house prices have shown surprising resilience in the face of significantly higher borrowing costs,"" she said.“Affordability constraints continue to be a challenge for prospective buyers, while existing homeowners on cheaper fixed-term deals are yet to feel the full effect of higher interest rates.""Halifax's findings echo rival lender Nationwide, which earlier this week also reported a fall in house prices during March.Sarah Coles, head of personal finance at Hargreaves Lansdown, said rising mortgage rates had ""finally taken a toll on the housing market"".""Through February we had the price momentum of buyers who’d already agreed cheaper mortgages in January. Now that’s petering out, and prices have fallen,"" she said.UK interest rates hit record lows during the Covid pandemic, but the Bank of England began raising rates at the end of 2021 as it sought to keep control of inflation - the rate at which prices rise.This had a knock-on effect on mortgage rates which also began to increase, making it more expensive to borrow money for buying a house.Mortgage rates peaked last summer and began to fall as expectations grew that the Bank of England will start to cut interest rates this year.This led to a pick-up in activity in the housing market and February saw the highest number of mortgage approvals since September 2022, according to Bank of England data released earlier this week.However, doubts about whether the Bank of England will reduce rates as quickly as some had expected has stalled cuts to mortgage rates, and some lenders have pushed them back up.""The housing market remains sensitive to the scale and pace of interest rate changes, and with only a modest improvement in affordability on the horizon, this will likely limit the scope for significant house price increases this year,"" said Ms Kinnaird.Halifax's house price data is based on its own mortgage lending, which does not include buyers who purchase homes with cash, or buy-to-let deals. Cash buyers account for about a third of housing sales.",5 April 2024
39,https://www.bbc.com/news/articles/c80kz8vw2zyo,Village plans for vehicle recycling centre refused,"Plans for a new vehicle recycling centre in a village have been refused by councillors.West Suffolk Council's development control committee met on Wednesday to discuss the plans on land close to the village of Stanton.Developers want to build a storage and distribution facility for processing accident damaged and non-damaged vehicles.Resident objections were heard during the meeting with one saying there were ""robust grounds to refuse the planning application"". ",5 April 2024
40,https://www.bbc.com/news/business-68737292,Boeing pays Alaska Air $160m after mid-air blowout,Boeing has paid $160m (£126m) to Alaska Air to make up for losses the airline has suffered following a dramatic mid-air blowout in January. ,5 April 2024
41,https://www.bbc.com/news/business-68738046,Samsung: Tech giant sees profits jump by more than 900%,Samsung Electronics says it expects its profits for the first three months of 2024 to jump more than 10-fold compared to a year earlier.,5 April 2024
42,https://www.bbc.com/news/business-68629800,The rise of magnets – from surgery to outer space,"The tiny, tweezer-like set of metal jaws was in place. Gently gripping the patient's gall bladder. But the grasping device was not physically connected to anything - it appeared to be levitating inside the person's body. ",5 April 2024
43,https://www.bbc.com/news/business-68722934,National Insurance cut to kick in but more pay tax,Workers will see their National Insurance (NI) payments cut from Saturday but frozen thresholds mean many are paying more in income tax.,5 April 2024
44,https://www.bbc.com/news/business-68735699,Hard rock band Kiss sells brand and songs for $300m,The hard rock band Kiss has sold its back catalogue of songs to a Swedish music investor for a figure thought to be upwards of $300m (£237m).,4 April 2024
45,https://www.bbc.com/news/articles/cnl745dg550o,Electric cars lose share as private sales fall,"Sales of electric cars are failing to keep up with the wider market, figures show, as the  industry renewed calls for the government to provide incentives for private buyers.Some 15.2% of new cars registered in March were battery electric vehicles, the Society of Motor Manufacturers and Traders (SMMT) said, down from 16.2% a year earlier.While registrations of electric cars to company fleet buyers increased, sales to individuals fell.Sales of all types of cars - including petrol, diesel and hybrids - rose in March, which is typically the busiest month of the year as new number plates are introduced.The number sold increased by 10.4% to 317,786, the SMMT said. That was the best March performance for five years, although sales remain well below pre-pandemic levels.Sales to fleet buyers - which include businesses such as car rental and taxi companies - jumped by 29.6%.However, sales to private buyers fell 7.7%, which the SMMT said reflected a tough economic backdrop of ""low growth, weak consumer confidence and high interest rates"".The industry body also said the decline in market share for electric vehicles ""underscores the need for government to support consumers"".""A sluggish private market and shrinking EV market share... show the challenge ahead,"" said Mike Hawes, the SMMT's chief executive.""Manufacturers are providing compelling offers, but they can’t single-handedly fund the transition indefinitely.""The SMMT is calling for measures such as halving VAT on electric vehicles and cutting VAT rates at public charging points.Robert Forrester, the chief executive of car dealership group Vertu Motors, told the BBC's Today programme that while there are incentives for companies to buy electric vehicles for their employees as company cars, there are ""no incentives at all in the retail market"".He added that the high cost of electric cars was a deterrent for private buyers, and ""clearly you've got all the issues we've discussed many times about range anxiety and things like that"".A spokesperson for the Department for Transport spokesperson said: “The number of new electric vehicles and plug-ins sold overall is higher than last year, and this is in part thanks to government grants over the past decade, £2bn in investment and ongoing tax incentives.“There are now over a million electric cars on our roads and we continue to help more people to make the switch to electric through schemes such as the £381m Local Electric Vehicle fund to rollout charging infrastructure.”Car manufacturers could face fines if they fail to increase the proportion of zero-emission vehicles sold over the years ahead.Under the Zero Emission Vehicle (ZEV) mandate, at least 22% of vehicles sold this year must be zero-emission, with the target expected to hit 80% by 2030 and 100% by 2035.Manufacturers that fail to hit the quotas could be fined £15,000 per car.",4 April 2024
46,https://www.bbc.com/worklife/article/20240402-return-of-never-ending-job-interviews,The return of never-ending job interviews: 'It can go beyond the pale',"In a looser labour market, bosses can afford to be picky again. Some are deliberately keeping candidates on ice for as long as possible.",4 April 2024
47,https://www.bbc.com/news/business-68723697,"Heathrow, Gatwick and Manchester airports not ready to lift liquids limit",Airline passengers at major airports will continue to face limits on the amount of liquid they can carry in hand luggage this summer after a deadline for new scanners was extended.,4 April 2024
48,https://www.bbc.com/news/business-68727854,"WhatsApp, Instagram and Facebook apps hit by outage","WhatsApp, Facebook and Instagram all went down briefly on Wednesday during a major outage at parent company Meta. ",4 April 2024
49,https://www.bbc.com/news/business-68729318,Amazon: Tech giant cuts hundreds of jobs in cloud computing unit,Technology giant Amazon has announced job cuts affecting hundreds of staff at its cloud computing business.,4 April 2024
50,https://www.bbc.com/news/business-68727857,"Google looks to AI paywall option, claims report","Google, the search engine used by more than a billion people around the world, is reported to be considering charging for premium content generated by artificial intelligence (AI). ",4 April 2024
51,https://www.bbc.com/news/business-68564249,How AI is being used to prevent illegal fishing,"Late last year, the Spanish government fined 25 Spanish-flagged fishing ships that had been operating near Argentina's territorial waters.",4 April 2024
52,https://www.bbc.com/news/business-68726852,Food price fears as Brexit import charges revealed,The government has revealed how much companies will have to pay to import foods from the EU due to Brexit.,3 April 2024
53,https://www.bbc.com/news/business-68725961,Disney defeats critics after bruising battle,Disney has won a boardroom battle against critics who had accused the media giant of botching its streaming strategy and losing its creative spark.,3 April 2024
54,https://www.bbc.com/news/business-68725771,Trump sues Truth Social co-founders over alleged mismanagement,"Donald Trump is suing two co-founders of Trump Media, claiming they should lose their shares of the company for mismanaging his social media site. ",3 April 2024
55,https://www.bbc.com/news/business-68721690,Network Rail hopes staff will be 'amateur meteorologists',"Network Rail is aiming to turn hundreds of staff into ""amateur meteorologists"" as part of plans to deal with the effects of climate change.",3 April 2024
56,https://www.bbc.com/news/business-68716628,Will Truth Social solve Donald Trump's money problems?,The share price of Donald Trump's media company has fallen from last week's high when it officially listed on the Nasdaq stock exchange.  ,3 April 2024
57,https://www.bbc.com/news/business-68722941,Compensation paid for force-fitting of prepayment meters,"Energy suppliers have paid compensation totalling £342,450 to customers who were wrongly put onto prepayment meters - with more payouts expected.",3 April 2024
58,https://www.bbc.com/news/business-68721814,Royal Mail wants to cut days for second-class post,Royal Mail has proposed cutting second-class letter deliveries to every other weekday.,3 April 2024
59,https://www.bbc.com/news/business-62435432,Energy bills: What can I do if I can't afford to pay?,"Energy prices have fallen from 1 April, but many households will still struggle to pay their bills.",3 April 2024
60,https://www.bbc.com/worklife/article/20240402-carla-vernon-honest-company-bbc-interview,Why The Honest Company believes their customers are 'brilliant',"Carla Vernón, CEO of The Honest Company, enters the BBC's Executive Lounge to talk about why companies shouldn't tell themselves corporate ""fairy tales"" if they want to succeed.",3 April 2024
61,https://www.bbc.com/news/business-64291327,How can I pay off my debts and what help is available?,Two years of rising prices have left many people struggling to pay their bills and in debt.,3 April 2024
62,https://www.bbc.com/news/business-68716629,"Interest rate rigging appeal must go to top court, say politicians","Two former bankers jailed for rigging interest rates must have their appeal heard by the Supreme Court, senior politicians have said.",3 April 2024
63,https://www.bbc.com/news/business-68711510,Nationwide's Dominic West advert banned by watchdog,A Nationwide advert featuring actor Dominic West that claimed the building society was not closing branches has been banned.,3 April 2024
